"source","target","value"
"Kuhmoinen","Helsinki",1
"Kuhmoinen","Joensuu",1
"Kuhmoinen","Jyväskylä",2
"Kuhmoinen","Jämsä",1
"Kuhmoinen","Kouvola",1
"Kuhmoinen","Lahti",1
"Kuhmoinen","Seinäjoki",1
"Kuhmoinen","Tampere",1
"Kuhmoinen","Turku",1
"Jämsä","Kuhmoinen",1
"Loimaa","Kuhmoinen",2
"Oulu","Kuhmoinen",1
"Rovaniemi","Kuhmoinen",1
"Turku","Kuhmoinen",1
"Vantaa","Kuhmoinen",1
"Ähtäri","Kuhmoinen",1
