"age","sex","category","population"
66,"Miehet","v2010",20
66,"Miehet","v2024",32
67,"Miehet","v1990",22
67,"Miehet","v2010",15
67,"Miehet","v2024",28
68,"Miehet","v1990",36
68,"Miehet","v2010",11
68,"Miehet","v2024",28
69,"Miehet","v1990",27
69,"Miehet","v2010",27
69,"Miehet","v2024",20
70,"Miehet","v1990",27
70,"Miehet","v2010",23
70,"Miehet","v2024",21
71,"Miehet","v1990",12
71,"Miehet","v2010",16
71,"Miehet","v2024",21
72,"Miehet","v1990",22
72,"Miehet","v2010",25
72,"Miehet","v2024",21
73,"Miehet","v1990",13
73,"Miehet","v2010",16
73,"Miehet","v2024",25
74,"Miehet","v1990",14
74,"Miehet","v2010",16
74,"Miehet","v2024",21
75,"Miehet","v1990",11
75,"Miehet","v2010",10
75,"Miehet","v2024",35
76,"Miehet","v1990",12
76,"Miehet","v2010",20
76,"Miehet","v2024",22
77,"Miehet","v1990",4
77,"Miehet","v2010",17
77,"Miehet","v2024",22
78,"Miehet","v1990",17
78,"Miehet","v2010",18
78,"Miehet","v2024",27
79,"Miehet","v1990",8
79,"Miehet","v2010",8
79,"Miehet","v2024",15
80,"Miehet","v1990",14
80,"Miehet","v2010",10
80,"Miehet","v2024",13
81,"Miehet","v1990",11
81,"Miehet","v2010",15
81,"Miehet","v2024",5
82,"Miehet","v1990",11
82,"Miehet","v2010",9
82,"Miehet","v2024",9
83,"Miehet","v1990",5
83,"Miehet","v2010",12
83,"Miehet","v2024",14
84,"Miehet","v1990",5
84,"Miehet","v2010",7
84,"Miehet","v2024",11
85,"Miehet","v1990",5
85,"Miehet","v2010",7
85,"Miehet","v2024",10
86,"Miehet","v1990",7
86,"Miehet","v2010",5
86,"Miehet","v2024",8
87,"Miehet","v1990",2
87,"Miehet","v2010",1
87,"Miehet","v2024",5
88,"Miehet","v1990",2
88,"Miehet","v2010",2
88,"Miehet","v2024",5
89,"Miehet","v1990",2
89,"Miehet","v2010",5
89,"Miehet","v2024",3
90,"Miehet","v1990",1
90,"Miehet","v2010",3
90,"Miehet","v2024",5
91,"Miehet","v1990",0
91,"Miehet","v2010",0
91,"Miehet","v2024",3
92,"Miehet","v1990",1
92,"Miehet","v2010",0
92,"Miehet","v2024",2
93,"Miehet","v1990",0
93,"Miehet","v2010",1
93,"Miehet","v2024",1
94,"Miehet","v1990",1
94,"Miehet","v2010",1
94,"Miehet","v2024",2
95,"Miehet","v1990",0
95,"Miehet","v2010",1
95,"Miehet","v2024",1
96,"Miehet","v1990",0
96,"Miehet","v2010",1
96,"Miehet","v2024",0
97,"Miehet","v1990",0
97,"Miehet","v2010",0
97,"Miehet","v2024",0
98,"Miehet","v1990",0
98,"Miehet","v2010",1
98,"Miehet","v2024",0
99,"Miehet","v1990",0
99,"Miehet","v2010",0
99,"Miehet","v2024",0
100,"Miehet","v1990",0
100,"Miehet","v2010",1
100,"Miehet","v2024",0
0,"Naiset","v1990",16
0,"Naiset","v2010",9
0,"Naiset","v2024",3
1,"Naiset","v1990",7
1,"Naiset","v2010",7
1,"Naiset","v2024",4
2,"Naiset","v1990",17
2,"Naiset","v2010",7
2,"Naiset","v2024",2
3,"Naiset","v1990",15
3,"Naiset","v2010",8
3,"Naiset","v2024",6
4,"Naiset","v1990",9
4,"Naiset","v2010",7
4,"Naiset","v2024",3
5,"Naiset","v1990",16
5,"Naiset","v2010",6
5,"Naiset","v2024",7
6,"Naiset","v1990",15
6,"Naiset","v2010",2
6,"Naiset","v2024",8
7,"Naiset","v1990",18
7,"Naiset","v2010",9
7,"Naiset","v2024",4
8,"Naiset","v1990",14
8,"Naiset","v2010",9
8,"Naiset","v2024",8
9,"Naiset","v1990",19
9,"Naiset","v2010",8
9,"Naiset","v2024",5
10,"Naiset","v1990",16
10,"Naiset","v2010",10
10,"Naiset","v2024",5
11,"Naiset","v1990",17
11,"Naiset","v2010",8
11,"Naiset","v2024",5
12,"Naiset","v1990",14
12,"Naiset","v2010",9
12,"Naiset","v2024",8
13,"Naiset","v1990",13
13,"Naiset","v2010",5
13,"Naiset","v2024",5
14,"Naiset","v1990",21
14,"Naiset","v2010",13
14,"Naiset","v2024",9
15,"Naiset","v1990",14
15,"Naiset","v2010",16
15,"Naiset","v2024",9
16,"Naiset","v1990",28
16,"Naiset","v2010",9
16,"Naiset","v2024",7
17,"Naiset","v1990",21
17,"Naiset","v2010",5
17,"Naiset","v2024",13
18,"Naiset","v1990",18
18,"Naiset","v2010",9
18,"Naiset","v2024",8
19,"Naiset","v1990",19
19,"Naiset","v2010",5
19,"Naiset","v2024",4
20,"Naiset","v1990",7
20,"Naiset","v2010",9
20,"Naiset","v2024",4
21,"Naiset","v1990",10
21,"Naiset","v2010",3
21,"Naiset","v2024",0
22,"Naiset","v1990",17
22,"Naiset","v2010",10
22,"Naiset","v2024",4
23,"Naiset","v1990",9
23,"Naiset","v2010",5
23,"Naiset","v2024",1
24,"Naiset","v1990",15
24,"Naiset","v2010",6
24,"Naiset","v2024",2
25,"Naiset","v1990",13
25,"Naiset","v2010",10
25,"Naiset","v2024",5
26,"Naiset","v1990",15
26,"Naiset","v2010",3
26,"Naiset","v2024",2
27,"Naiset","v1990",16
27,"Naiset","v2010",10
27,"Naiset","v2024",5
28,"Naiset","v1990",16
28,"Naiset","v2010",5
28,"Naiset","v2024",6
29,"Naiset","v1990",15
29,"Naiset","v2010",4
29,"Naiset","v2024",5
30,"Naiset","v1990",17
30,"Naiset","v2010",4
30,"Naiset","v2024",5
31,"Naiset","v1990",13
31,"Naiset","v2010",6
31,"Naiset","v2024",3
32,"Naiset","v1990",17
32,"Naiset","v2010",9
